description,NCES_School_ID,Street Address,City,State,ZIP,Final,latitude,longitude
FRANCONIA ELEMENTARY,510126000476,6301 Beulah St,Alexandria,VA,22310,6301 Beulah St Alexandria VA 22310,38.7810787,-77.1453946
FRANKLIN MIDDLE,510126002007,3300 Lees Corner Rd,Chantilly,VA,20151,3300 Lees Corner Rd Chantilly VA 20151,38.9071139,-77.4205293
FREEDOM HILL ELEMENTARY,510126000478,1945 Lord Fairfax Rd,Vienna,VA,22182,1945 Lord Fairfax Rd Vienna VA 22182,38.9112782,-77.229648
FROST MIDDLE,510126000479,4101 Pickett Rd,Fairfax,VA,22032,4101 Pickett Rd Fairfax VA 22032,38.8368171,-77.2733803
GARFIELD ELEMENTARY,510126000480,7101 Old Keene Mill Rd,Springfield,VA,22150,7101 Old Keene Mill Rd Springfield VA 22150,38.7778745,-77.1898528
GLASGOW MIDDLE,510126000481,4101 Fairfax Pkwy,Alexandria,VA,22312,4101 Fairfax Pkwy Alexandria VA 22312,38.8382257,-77.1411462
GLEN FOREST ELEMENTARY,510126000482,5829 Glen Forest Dr,Falls Church,VA,22041,5829 Glen Forest Dr Falls Church VA 22041,38.8549959,-77.1283371
GRAHAM ROAD ELEMENTARY,510126000483,2831 Graham Rd,Falls Church,VA,22042,2831 Graham Rd Falls Church VA 22042,38.8766172,-77.1908411
GREAT FALLS ELEMENTARY,510126000484,701 Walker Rd,Great Falls,VA,22066,701 Walker Rd Great Falls VA 22066,39.0015145,-77.2925025
GREENBRIAR EAST ELEMENTARY,510126000486,13006 Point Pleasant Dr,Fairfax,VA,22033,13006 Point Pleasant Dr Fairfax VA 22033,38.8710535,-77.3944411
GREENBRIAR WEST ELEMENTARY,510126000487,13300 Poplar Tree Rd,Fairfax,VA,22033,13300 Poplar Tree Rd Fairfax VA 22033,38.8763135,-77.4053898
GROVETON ELEMENTARY,510126000488,6900 Harrison Ln,Alexandria,VA,22306,6900 Harrison Ln Alexandria VA 22306,38.7679481,-77.0948249
GUNSTON ELEMENTARY,510126000490,10100 Gunston Rd,Lorton,VA,22079,10100 Gunston Rd Lorton VA 22079,38.6848482,-77.2097167
HALLEY ELEMENTARY,510126001093,8850 Cross Chase Circle,Fairfax Station,VA,22039,8850 Cross Chase Circle Fairfax Station VA 22039,38.7178359,-77.2597326
HAYCOCK ELEMENTARY,510126000491,6616 Haycock Rd,Falls Church,VA,22043,6616 Haycock Rd Falls Church VA 22043,38.904091,-77.1735895
HAYFIELD ELEMENTARY,510126000492,7633 Telegraph Rd,Alexandria,VA,22315,7633 Telegraph Rd Alexandria VA 22315,38.7488325,-77.1406967
HAYFIELD SECONDARY,510126000493,7630 Telegraph Rd,Alexandria,VA,22315,7630 Telegraph Rd Alexandria VA 22315,38.7503092,-77.1445617
HERNDON ELEMENTARY,510126000494,630 Dranesville Rd,Herndon,VA,20170,630 Dranesville Rd Herndon VA 20170,38.9759357,-77.376661
HERNDON HIGH,510126000495,700 Bennett St,Herndon,VA,20170,700 Bennett St Herndon VA 20170,38.9855541,-77.3747921
HERNDON MIDDLE,510126000496,901 Locust St,Herndon,VA,20170,901 Locust St Herndon VA 20170,38.9680223,-77.3914747
HOLLIN MEADOWS ELEMENTARY,510126000499,2310 Nordok Place,Alexandria,VA,22306,2310 Nordok Place Alexandria VA 22306,38.750515,-77.0717
HOLMES MIDDLE,510126000500,6525 Montrose St,Alexandria,VA,22312,6525 Montrose St Alexandria VA 22312,38.8142792,-77.1632104
HUGHES MIDDLE,510126001839,11401 Ridge Heights Rd,Reston,VA,20191,11401 Ridge Heights Rd Reston VA 20191,38.9352398,-77.3383725
HUNT VALLEY ELEMENTARY,510126000501,7107 Sydenstricker Rd,Springfield,VA,22152,7107 Sydenstricker Rd Springfield VA 22152,38.7621608,-77.2434917
HUNTERS WOODS ELEMENTARY SCHOOL FOR THE ARTS AND SCIENCES,510126000502,2401 Colts Neck Rd,Reston,VA,20191,2401 Colts Neck Rd Reston VA 20191,38.9325325,-77.3613668
HUTCHISON ELEMENTARY,510126000460,13209 Parcher Ave,Herndon,VA,20170,13209 Parcher Ave Herndon VA 20170,38.9613616,-77.4069006
HYBLA VALLEY ELEMENTARY,510126000503,3415 Lockheed Blvd,Alexandria,VA,22306,3415 Lockheed Blvd Alexandria VA 22306,38.7587295,-77.0902615
IRVING MIDDLE,510126000504,8100 Old Keene Mill Rd,Springfield,VA,22152,8100 Old Keene Mill Rd Springfield VA 22152,38.7816375,-77.225247
ISLAND CREEK ELEMENTARY,510126002334,7855 Morning View Ln,Alexandria,VA,22315,7855 Morning View Ln Alexandria VA 22315,38.7456165,-77.1681979
JACKSON MIDDLE,510126000530,3020 Gallows Rd,Falls Church,VA,22042,3020 Gallows Rd Falls Church VA 22042,38.8681917,-77.2293207
JOHNSON MIDDLE,510126000518,3801 Jermantown Rd,Fairfax,VA,22030,3801 Jermantown Rd Fairfax VA 22030,38.8597872,-77.3272376
JUSTICE HIGH,510126000505,3301 Peace Valley Ln,Falls Church,VA,22044,3301 Peace Valley Ln Falls Church VA 22044,38.8566441,-77.1492354
KEENE MILL ELEMENTARY,510126000508,6310 Bardu Ave,Springfield,VA,22152,6310 Bardu Ave Springfield VA 22152,38.7810173,-77.2217556
KENT GARDENS ELEMENTARY,510126000509,1717 Melbourne Dr,Mclean,VA,22101,1717 Melbourne Dr Mclean VA 22101,38.9214901,-77.1755664
KEY CENTER,510126000510,6404 Franconia Rd,Springfield,VA,22150,6404 Franconia Rd Springfield VA 22150,38.7800477,-77.1616377
KEY MIDDLE,510126000511,6402 Franconia Rd,Springfield,VA,22150,6402 Franconia Rd Springfield VA 22150,38.7795928,-77.1615174
KILMER CENTER,510126000512,8102 Wolftrap Rd,Vienna,VA,22182,8102 Wolftrap Rd Vienna VA 22182,38.9040021,-77.2252888
KILMER MIDDLE,510126000513,8100 Wolftrap Rd,Vienna,VA,22182,8100 Wolftrap Rd Vienna VA 22182,38.9036245,-77.2250973
KINGS GLEN ELEMENTARY,510126001840,5401 Danbury Forest Dr,Springfield,VA,22151,5401 Danbury Forest Dr Springfield VA 22151,38.8038359,-77.2346776
KINGS PARK ELEMENTARY,510126000514,5400 Harrow Way,Springfield,VA,22151,5400 Harrow Way Springfield VA 22151,38.8048421,-77.241593
LAKE ANNE ELEMENTARY,510126000515,11510 North Shore Dr,Reston,VA,20190,11510 North Shore Dr Reston VA 20190,38.9652304,-77.3467889
LAKE BRADDOCK SECONDARY,510126000516,9200 Burke Lake Rd,Burke,VA,22015,9200 Burke Lake Rd Burke VA 22015,38.8036798,-77.2660179
LANE ELEMENTARY,510126001091,7137 Beulah St,Alexandria,VA,22315,7137 Beulah St Alexandria VA 22315,38.7609939,-77.1574139
LANGLEY HIGH,510126000517,6520 Georgetown Pike,Mclean,VA,22101,6520 Georgetown Pike Mclean VA 22101,38.9496797,-77.1664006
LAUREL HILL ELEMENTARY,510126002802,8390 Laurel Crest Dr.,Lorton,VA,22079,8390 Laurel Crest Dr. Lorton VA 22079,38.7174061,-77.2332406
LAUREL RIDGE ELEMENTARY,510126000519,10110 Commonwealth Blvd,Fairfax,VA,22032,10110 Commonwealth Blvd Fairfax VA 22032,38.8141921,-77.2956445
LEES CORNER ELEMENTARY,510126002063,13500 Hollinger Ave,Fairfax,VA,22033,13500 Hollinger Ave Fairfax VA 22033,38.8907441,-77.4117096
LEMON ROAD ELEMENTARY,510126000522,7230 Idylwood Rd,Falls Church,VA,22043,7230 Idylwood Rd Falls Church VA 22043,38.9038991,-77.194974
LEWIS HIGH,510126000521,6540 Franconia Rd,Springfield,VA,22150,6540 Franconia Rd Springfield VA 22150,38.7806456,-77.1699053
LIBERTY MIDDLE,510126002271,6801 Union Mill Rd.,Clifton,VA,20124,6801 Union Mill Rd. Clifton VA 20124,38.8054202,-77.417572
LITTLE RUN ELEMENTARY,510126000525,4511 Olley Ln,Fairfax,VA,22032,4511 Olley Ln Fairfax VA 22032,38.8261083,-77.2670279
LONDON TOWNE ELEMENTARY,510126000526,6100 Stone Rd,Centreville,VA,20120,6100 Stone Rd Centreville VA 20120,38.8394064,-77.4566005
LONGFELLOW MIDDLE,510126000527,2000 Westmoreland St,Falls Church,VA,22043,2000 Westmoreland St Falls Church VA 22043,38.9094594,-77.1749374
LORTON STATION ELEMENTARY,510126002335,9298 Lewis Chapel Rd.,Lorton,VA,22079,9298 Lewis Chapel Rd. Lorton VA 22079,38.706601,-77.2185186
LYNBROOK ELEMENTARY,510126000531,5801 Backlick Rd,Springfield,VA,22150,5801 Backlick Rd Springfield VA 22150,38.7930927,-77.1861915
MADISON HIGH,510126000532,2500 James Madison Dr,Vienna,VA,22181,2500 James Madison Dr Vienna VA 22181,38.8959492,-77.2791263
MANTUA ELEMENTARY,510126000533,9107 Horner Court,Fairfax,VA,22031,9107 Horner Court Fairfax VA 22031,38.8473481,-77.259553
MARSHALL HIGH,510126000535,7731 Leesburg Pike,Falls Church,VA,22043,7731 Leesburg Pike Falls Church VA 22043,38.9050049,-77.2127452
MARSHALL ROAD ELEMENTARY,510126000536,730 Marshall Rd SW,Vienna,VA,22180,730 Marshall Rd SW Vienna VA 22180,38.8821014,-77.2664669
MASON CREST ELEMENTARY,510126002873,3705 Crest Dr,Annandale,VA,22003,3705 Crest Dr Annandale VA 22003,38.8427773,-77.1965013
MCLEAN HIGH,510126000538,1633 Davidson Rd,McLean,VA,22101,1633 Davidson Rd McLean VA 22101,38.9235412,-77.1863311
MCNAIR ELEMENTARY,510126002272,2499 Thomas Jefferson Dr.,Herndon,VA,20171,2499 Thomas Jefferson Dr. Herndon VA 20171,38.9462663,-77.4046586
MCNAIR UPPER ELEMENTARY,510126003078,2410 FOX MILL ROAD,HERNDON,VA,20171,2410 FOX MILL ROAD HERNDON VA 20171,38.9483934,-77.4031722
MOSAIC ELEMENTARY,510126000539,9819 Five Oaks Rd,Fairfax,VA,22031,9819 Five Oaks Rd Fairfax VA 22031,38.8693896,-77.2861512
MOUNT EAGLE ELEMENTARY,510126000540,6116 N Kings Hwy,Alexandria,VA,22303,6116 N Kings Hwy Alexandria VA 22303,38.78484,-77.07848
MOUNT VERNON HIGH,510126000542,8515 Old Mount Vernon Rd,Alexandria,VA,22309,8515 Old Mount Vernon Rd Alexandria VA 22309,38.7269644,-77.0925995
MOUNT VERNON WOODS ELEMENTARY,510126000543,4015 Fielding St,Alexandria,VA,22309,4015 Fielding St Alexandria VA 22309,38.742567,-77.1004222
MOUNTAIN VIEW HIGH,510126001099,5775 Spindle Ct,Centreville,VA,20121,5775 Spindle Ct Centreville VA 20121,38.8380196,-77.4258208
NAVY ELEMENTARY,510126000544,3500 W Ox Rd,Fairfax,VA,22033,3500 W Ox Rd Fairfax VA 22033,38.8891497,-77.3788274
NEWINGTON FOREST ELEMENTARY,510126001993,8001 Newington Forest Ave,Springfield,VA,22153,8001 Newington Forest Ave Springfield VA 22153,38.7392054,-77.2403357
NORTH SPRINGFIELD ELEMENTARY,510126000546,7602 Heming Court,Springfield,VA,22151,7602 Heming Court Springfield VA 22151,38.8018409,-77.2083148
OAK HILL ELEMENTARY,510126001994,3210 Kinross Circle,Herndon,VA,20171,3210 Kinross Circle Herndon VA 20171,38.9127016,-77.4094565
OAK VIEW ELEMENTARY,510126000548,5004 Sideburn Rd,Fairfax,VA,22032,5004 Sideburn Rd Fairfax VA 22032,38.818833,-77.309889
OAKTON ELEMENTARY,510126000549,3000 Chain Bridge Rd,Oakton,VA,22124,3000 Chain Bridge Rd Oakton VA 22124,38.8800862,-77.3042475
OAKTON HIGH,510126000550,2900 Sutton Rd,Vienna,VA,22181,2900 Sutton Rd Vienna VA 22181,38.8786307,-77.2811445
OLDE CREEK ELEMENTARY,510126000551,9524 Old Creek Dr,Fairfax,VA,22032,9524 Old Creek Dr Fairfax VA 22032,38.8311525,-77.2767035
ORANGE HUNT ELEMENTARY,510126000552,6820 Sydenstricker Rd,Springfield,VA,22152,6820 Sydenstricker Rd Springfield VA 22152,38.765951,-77.2554343
PARKLAWN ELEMENTARY,510126000553,4116 Braddock Rd,Alexandria,VA,22312,4116 Braddock Rd Alexandria VA 22312,38.833254,-77.1538639
PINE SPRING ELEMENTARY,510126000556,7607 Willow Ln,Falls Church,VA,22042,7607 Willow Ln Falls Church VA 22042,38.8707089,-77.209258
POE MIDDLE,510126000557,7000 Cindy Ln,Annandale,VA,22003,7000 Cindy Ln Annandale VA 22003,38.8197829,-77.1855738
POPLAR TREE ELEMENTARY,510126002182,13440 Melville Ln,Chantilly,VA,20151,13440 Melville Ln Chantilly VA 20151,38.862636,-77.415588
POWELL ELEMENTARY,510126002336,13340 Leland Rd.,Centreville,VA,20120,13340 Leland Rd. Centreville VA 20120,38.8457359,-77.4072369
PROVIDENCE ELEMENTARY,510126002531,3616 Jermantown Rd,Fairfax,VA,22030,3616 Jermantown Rd Fairfax VA 22030,38.8644279,-77.3269571
RAVENSWORTH ELEMENTARY,510126000559,5411 Nutting Dr,Springfield,VA,22151,5411 Nutting Dr Springfield VA 22151,38.8028651,-77.2230015
RIVERSIDE ELEMENTARY,510126000560,8410 Old Mount Vernon Rd,Alexandria,VA,22309,8410 Old Mount Vernon Rd Alexandria VA 22309,38.7303309,-77.0945439
ROBINSON SECONDARY,510126000561,5035 Sideburn Rd,Fairfax,VA,22032,5035 Sideburn Rd Fairfax VA 22032,38.8161325,-77.3024412
ROCKY RUN MIDDLE,510126001841,4400 Stringfellow Rd,Chantilly,VA,20151,4400 Stringfellow Rd Chantilly VA 20151,38.8743285,-77.4101291
ROLLING VALLEY ELEMENTARY,510126000562,6703 Barnack Dr,Springfield,VA,22152,6703 Barnack Dr Springfield VA 22152,38.768747,-77.230982
ROSE HILL ELEMENTARY,510126000563,6301 Rose Hill Dr,Alexandria,VA,22310,6301 Rose Hill Dr Alexandria VA 22310,38.7821837,-77.1167639
SANDBURG MIDDLE,510126000474,8428 Fort Hunt Rd,Alexandria,VA,22308,8428 Fort Hunt Rd Alexandria VA 22308,38.7284879,-77.0618859
SANGSTER ELEMENTARY,510126002119,7420 Reservation Dr,Springfield,VA,22153,7420 Reservation Dr Springfield VA 22153,38.7550804,-77.2725723
SARATOGA ELEMENTARY,510126002144,8111 Northumberland Rd,Springfield,VA,22153,8111 Northumberland Rd Springfield VA 22153,38.7357101,-77.2138394
SHERMAN ELEMENTARY,510126000477,6633 Brawner St,Mclean,VA,22101,6633 Brawner St Mclean VA 22101,38.9349635,-77.1747577
SHREVEWOOD ELEMENTARY,510126000564,7525 Shreve Rd,Falls Church,VA,22043,7525 Shreve Rd Falls Church VA 22043,38.888895,-77.2059342
SILVERBROOK ELEMENTARY,510126002115,9350 Crosspointe Dr,Fairfax Station,VA,22039,9350 Crosspointe Dr Fairfax Station VA 22039,38.7295876,-77.2697216
SLEEPY HOLLOW ELEMENTARY,510126000565,3333 Sleepy Hollow Rd,Falls Church,VA,22044,3333 Sleepy Hollow Rd Falls Church VA 22044,38.8557859,-77.1676812
SOUTH COUNTY HIGH,510126002436,8501 Silverbrook Road,Lorton,VA,22079,8501 Silverbrook Road Lorton VA 22079,38.7174282,-77.2385395
SOUTH COUNTY MIDDLE,510126002871,8700 Laurel Crest Dr.,Lorton,VA,22079,8700 Laurel Crest Dr. Lorton VA 22079,38.7213898,-77.2457902
SOUTH LAKES HIGH,510126000566,11400 South Lakes Dr,Reston,VA,20191,11400 South Lakes Dr Reston VA 20191,38.9330403,-77.3403391
SPRING HILL ELEMENTARY,510126000567,8201 Lewinsville Rd,Mclean,VA,22102,8201 Lewinsville Rd Mclean VA 22102,38.9393749,-77.2284059
SPRINGFIELD ESTATES ELEMENTARY,510126000568,6200 Charles Goff Dr,Springfield,VA,22150,6200 Charles Goff Dr Springfield VA 22150,38.7840876,-77.1646932
STENWOOD ELEMENTARY,510126000569,2620 Gallows Rd,Vienna,VA,22180,2620 Gallows Rd Vienna VA 22180,38.8838004,-77.2300747
STONE MIDDLE,510126000086,5500 Sully Park Dr.,Centreville,VA,20120,5500 Sully Park Dr. Centreville VA 20120,38.8576778,-77.4549629
STRATFORD LANDING ELEMENTARY,510126000570,8484 Riverside Rd,Alexandria,VA,22308,8484 Riverside Rd Alexandria VA 22308,38.7282402,-77.0687684
SUNRISE VALLEY ELEMENTARY,510126000571,10824 Cross School Rd,Reston,VA,20191,10824 Cross School Rd Reston VA 20191,38.9408559,-77.3209667
TERRA CENTRE ELEMENTARY,510126001842,6000 Burke Centre Pkwy,Burke,VA,22015,6000 Burke Centre Pkwy Burke VA 22015,38.7854978,-77.2972864
TERRASET ELEMENTARY,510126000573,11411 Ridge Heights Rd,Reston,VA,20191,11411 Ridge Heights Rd Reston VA 20191,38.9362852,-77.3435694
THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,510126002034,6560 Braddock Rd,Alexandria,VA,22312,6560 Braddock Rd Alexandria VA 22312,38.8180599,-77.1683517
THOREAU MIDDLE,510126000574,2505 Cedar Ln,Vienna,VA,22180,2505 Cedar Ln Vienna VA 22180,38.888557,-77.239571
TIMBER LANE ELEMENTARY,510126000575,2737 West St,Falls Church,VA,22046,2737 West St Falls Church VA 22046,38.8797149,-77.197759
TWAIN MIDDLE,510126000576,4700 Franconia Rd,Alexandria,VA,22310,4700 Franconia Rd Alexandria VA 22310,38.7896153,-77.1132792
UNION MILL ELEMENTARY,510126002060,13611 Springstone Dr,Clifton,VA,20124,13611 Springstone Dr Clifton VA 20124,38.8202936,-77.4174824
VIENNA ELEMENTARY,510126000577,128 Center St S,Vienna,VA,22180,128 Center St S Vienna VA 22180,38.9010919,-77.2631447
VIRGINIA RUN ELEMENTARY,510126002146,15450 Martins Hundred Dr,Centreville,VA,20120,15450 Martins Hundred Dr Centreville VA 20120,38.8524123,-77.486632
WAKEFIELD FOREST ELEMENTARY,510126000580,4011 Iva Ln,Fairfax,VA,22032,4011 Iva Ln Fairfax VA 22032,38.835312,-77.2476043
WAPLES MILL ELEMENTARY,510126000088,11509 Waples Mill Rd,Oakton,VA,22124,11509 Waples Mill Rd Oakton VA 22124,38.876415,-77.3447358
WASHINGTON MILL ELEMENTARY,510126000582,9100 Cherrytree Dr,Alexandria,VA,22309,9100 Cherrytree Dr Alexandria VA 22309,38.709929,-77.1047413
WAYNEWOOD ELEMENTARY,510126000583,1205 Waynewood Blvd,Alexandria,VA,22308,1205 Waynewood Blvd Alexandria VA 22308,38.7251432,-77.0558617
WEST POTOMAC HIGH,510126000489,6500 Quander Rd,Alexandria,VA,22307,6500 Quander Rd Alexandria VA 22307,38.7736114,-77.0729392
WEST SPRINGFIELD ELEMENTARY,510126000584,6802 Deland Dr,Springfield,VA,22152,6802 Deland Dr Springfield VA 22152,38.7691242,-77.2190493
WEST SPRINGFIELD HIGH,510126000585,6100 Rolling Rd,Springfield,VA,22152,6100 Rolling Rd Springfield VA 22152,38.786203,-77.2403357
WESTBRIAR ELEMENTARY,510126000586,1741 Pine Valley Dr,Vienna,VA,22182,1741 Pine Valley Dr Vienna VA 22182,38.9207742,-77.2445341
WESTFIELD HIGH,510126002529,4700 Stonecroft Bv,Chantilly,VA,20151,4700 Stonecroft Bv Chantilly VA 20151,38.8850473,-77.4642814
WESTGATE ELEMENTARY,510126000587,7500 Magarity Rd,Falls Church,VA,22043,7500 Magarity Rd Falls Church VA 22043,38.9191615,-77.2048113
WESTLAWN ELEMENTARY,510126000588,3200 Westley Rd,Falls Church,VA,22042,3200 Westley Rd Falls Church VA 22042,38.8626239,-77.1834736
WEYANOKE ELEMENTARY,510126000590,6520 Braddock Rd,Alexandria,VA,22312,6520 Braddock Rd Alexandria VA 22312,38.8196591,-77.1656817
WHITE OAKS ELEMENTARY,510126001843,6130 Shiplett Blvd,Burke,VA,22015,6130 Shiplett Blvd Burke VA 22015,38.7833987,-77.270945
WHITMAN MIDDLE,510126000475,2500 Parkers Ln,Alexandria,VA,22306,2500 Parkers Ln Alexandria VA 22306,38.7398882,-77.0740128
WILLOW SPRINGS ELEMENTARY,510126002147,5400 Willow Springs School Rd,Fairfax,VA,22030,5400 Willow Springs School Rd Fairfax VA 22030,38.8314053,-77.3803972
WOLFTRAP ELEMENTARY,510126000594,1903 Beulah Rd,Vienna,VA,22182,1903 Beulah Rd Vienna VA 22182,38.9179201,-77.2664669
WOODBURN ELEMENTARY,510126000597,3401 Hemlock Dr,Falls Church,VA,22042,3401 Hemlock Dr Falls Church VA 22042,38.8519037,-77.2135699
WOODLAWN ELEMENTARY,510126000598,8505 Highland Ln,Alexandria,VA,22309,8505 Highland Ln Alexandria VA 22309,38.7263663,-77.1182238
WOODLEY HILLS ELEMENTARY,510126000599,8718 Old Mt Vernon Rd,Alexandria,VA,22309,8718 Old Mt Vernon Rd Alexandria VA 22309,38.7198908,-77.0962861
WOODSON HIGH,510126000600,9525 Main St,Fairfax,VA,22031,9525 Main St Fairfax VA 22031,38.8399092,-77.275176
ACHIEVEMENT INTEGRITY AND MATURITY BRYANT,510126002674,Justin Simmons,Alexandria,VA,22306,Justin Simmons Alexandria VA 22306,38.7581664,-77.0909809
ACHIEVEMENT INTEGRITY AND MATURITY MOUNTAIN VIEW,510126003109,5575 Spindle Court,Centerville,VA,20121,5575 Spindle Court Centerville VA 20121,38.8359057,-77.424403
ALC AT BRYANT,510126001103,2709 Popkins Ln,Alexandria,VA,22306,2709 Popkins Ln Alexandria VA 22306,38.764108,-77.0801
ALC AT BURKE,510126002862,9645 Burke Lake Road,Burke,VA,20115,9645 Burke Lake Road Burke VA 20115,38.7837895,-77.2782285
ALC AT MONTROSE,510126002790,6525 Montrose St,Alexandria,VA,22312,6525 Montrose St Alexandria VA 22312,38.8142792,-77.1632104
ALC AT MOUNTAIN VIEW,510126001106,5775 Spindle Ct,Centreville,VA,20121,5775 Spindle Ct Centreville VA 20121,38.8380196,-77.4258208
BULL RUN EARLY CHILDHOOD RESOURCE CENTER,510126002820,15301 Lee Highway,Centreville,VA,20121,15301 Lee Highway Centreville VA 20121,38.8286325,-77.4756645
BURKE SCHOOL,510126002032,9645 Burke Lake Rd,Burke,VA,22015,9645 Burke Lake Rd Burke VA 22015,38.7837895,-77.2782285
CEDAR LANE SCHOOL,510126001991,101 Cedar Ln SW,Vienna,VA,22180,101 Cedar Ln SW Vienna VA 22180,38.8838409,-77.2454995
CHANTILLY GOVERNOR'S STEM ACADEMY,510126003008,4201 Stringfellow Rd,Chantilly,VA,20151,4201 Stringfellow Rd Chantilly VA 20151,38.8802649,-77.4065364
CHANTILLY HIGH SCHOOL ACADEMY,510126002939,Chantilly HS Academy,Chantilly,VA,20151,Chantilly HS Academy Chantilly VA 20151,38.8802432,-77.4064771
CLIFFORD S. HARDISON GOVERNOR'S HEALTH SCIENCES ACADEMY,510126003012,6500 Quander Road,Alexander,VA,22307,6500 Quander Road Alexander VA 22307,38.7736114,-77.0729392
COMMUNITY BASED EDUCATION,510126000579,7423 Camp Alger Ave,Falls Church,VA,22042,7423 Camp Alger Ave Falls Church VA 22042,38.8562509,-77.2032279
DAVIS CAREER CENTER,510126002008,7731 Leesburg Pike,Falls Church,VA,22043,7731 Leesburg Pike Falls Church VA 22043,38.9050049,-77.2127452
DUNN LORING EARLY CHILDHOOD RESOURCE CENTER,510126002406,2334 Gallows Rd,Dunn Loring,VA,22027,2334 Gallows Rd Dunn Loring VA 22027,38.8955684,-77.2255484
EDISON HIGH SCHOOL ACADEMY,510126002951,5801 Franconia Rd,Alexandria,VA,22310,5801 Franconia Rd Alexandria VA 22310,38.7821116,-77.1339553
FAIRFAX HIGH SCHOOL ACADEMY,510126002942,3501 LION RUN,Fairfax,VA,22030,3501 LION RUN Fairfax VA 22030,38.8599249,-77.2861288
FALLS CHURCH GOVERNOR'S HEALTH SCIENCES ACADEMY,510126003000,Falls Church HS Academy,Falls Church,VA,22042,Falls Church HS Academy Falls Church VA 22042,38.8618903,-77.206337
FALLS CHURCH HIGH SCHOOL ACADEMY,510126002946,7521 Jaguar Trail,Falls Church,VA,22042,7521 Jaguar Trail Falls Church VA 22042,38.8617531,-77.2067427
INTERAGENCY ALTERNATIVE SECONDARY CENTER,510126000572,Willow Oaks Administrative Center,Fairfax,VA,22031,Willow Oaks Administrative Center Fairfax VA 22031,38.8643554,-77.2298928
MARSHALL GOVERNOR'S STEM ACADEMY,510126002993,7731 Leesburg Pike,Falls Church,VA,22043,7731 Leesburg Pike Falls Church VA 22043,38.9050049,-77.2127452
MARSHALL HIGH SCHOOL ACADEMY,510126002947,7731 Leesburg Pike,Falls Church,VA,22043,7731 Leesburg Pike Falls Church VA 22043,38.9050049,-77.2127452
PIMMIT EARLY CHILDHOOD RESOURCE CENTER,510126002874,7510 Lisle Ave,Falls Church,VA,22043,7510 Lisle Ave Falls Church VA 22043,38.9166126,-77.204991
PLUM CENTER FOR LIFELONG LEARNING,510126002827,6815 Edsall Rd.,Springfield,VA,22151,6815 Edsall Rd. Springfield VA 22151,38.8058401,-77.1816765
PULLEY CAREER CENTER,510126002033,6500 Quander Rd,Alexandria,VA,22307,6500 Quander Rd Alexandria VA 22307,38.7736114,-77.0729392
QUANDER ROAD SCHOOL,510126000558,6400 Quander Rd,Alexandria,VA,22307,6400 Quander Rd Alexandria VA 22307,38.7791777,-77.0709381
VIRGINIA HILLS EARLY CHILDHOOD RESOURCE CENTER,510126002819,6520 Diana Ln,Alexandria,VA,22310,6520 Diana Ln Alexandria VA 22310,38.7745113,-77.1022654
WEST POTOMAC HIGH SCHOOL ACADEMY,510126002945,6500 Quander Rd,Alexandria,VA,22307,6500 Quander Rd Alexandria VA 22307,38.7736114,-77.0729392
MARY ELLEN HENDERSON MIDDLE,510129000284,105 Mustang Alley,Falls Church,VA,22043,105 Mustang Alley Falls Church VA 22043,38.8971496,-77.1929069
MERIDIAN HIGH,510129000283,121 Mustang Alley,Falls Church,VA,22043,121 Mustang Alley Falls Church VA 22043,38.8965859,-77.1906223
MOUNT DANIEL ELEMENTARY,510129002204,2328 N Oak St,Falls Church,VA,22046,2328 N Oak St Falls Church VA 22046,38.8974838,-77.1805983
OAK STREET ELEMENTARY,510129001844,201 N Cherry Street,Falls Church,VA,22046,201 N Cherry Street Falls Church VA 22046,38.8807205,-77.1655357
JESSIE THACKREY PRESCHOOL,510129002971,201 N Cherry Street,Falls Church,VA,22046,201 N Cherry Street Falls Church VA 22046,38.8807205,-77.1655357
AUBURN MIDDLE,510132002409,7270 Riley Rd.,Warrenton,VA,20187,7270 Riley Rd. Warrenton VA 20187,38.7375731,-77.7156982
C. HUNTER RITCHIE ELEMENTARY,510132002185,4416 Broad Run Church Rd,New Baltimore,VA,20187,4416 Broad Run Church Rd New Baltimore VA 20187,38.7608306,-77.6949471
C.M. BRADLEY ELEMENTARY,510132000604,674 Hastings Ln,Warrenton,VA,20186,674 Hastings Ln Warrenton VA 20186,38.7347752,-77.7996467
CEDAR LEE MIDDLE,510132000605,11138 Marsh Road,Bealeton,VA,22712,11138 Marsh Road Bealeton VA 22712,38.575485,-77.7672013
CLAUDE THOMPSON ELEMENTARY,510132000610,3284 Rectortown Rd,Marshall,VA,20115,3284 Rectortown Rd Marshall VA 20115,38.9107005,-77.8486764
FAUQUIER HIGH,510132000607,705 Waterloo Rd,Warrenton,VA,20186,705 Waterloo Rd Warrenton VA 20186,38.7202467,-77.814034
GRACE MILLER ELEMENTARY,510132002184,6248 Catlett Rd,Bealeton,VA,22712,6248 Catlett Rd Bealeton VA 22712,38.586919,-77.7629997
GREENVILLE ELEMENTARY,510132002786,7389 Academic Avenue,Nokesville,VA,20181,7389 Academic Avenue Nokesville VA 20181,38.7299686,-77.6746908
H.M. PEARSON ELEMENTARY,510132000608,9347 Bastable Mill Rd,Catlett,VA,20119,9347 Bastable Mill Rd Catlett VA 20119,38.6487331,-77.6773303
