CENSUSTRACT_FIPS,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding,CensusTract_population,county
51169,59.166666666666664,73.0,25.5,77.33333333333333,63.166666666666664,33.666666666666664,44.833333333333336,48.666666666666664,0.2261387701666667,0.18704357833333332,0.0717860885,0.19046225000000003,0.0633122375,0.07622455316666667,0.2209128,0.0184516829,22009,Scott County
51171,41.888888888888886,37.77777777777778,39.111111111111114,61.44444444444444,51.0,38.55555555555556,36.44444444444444,43.333333333333336,-0.27091694675555555,0.08976967633333334,0.10101642444444445,0.12807595933333332,0.04839649155555556,0.05400706055555556,0.25140803,0.013919861511111112,43045,Shenandoah County
51173,67.55555555555556,74.0,54.333333333333336,73.66666666666667,69.22222222222223,47.111111111111114,41.0,55.111111111111114,0.48911449555555553,0.1947350488888889,0.13031926422222223,0.16982682555555556,0.05844080877777777,0.091588887,0.2946686611111111,0.016667508333333334,31059,Smyth County
51175,44.4,37.6,52.0,74.2,43.2,35.2,29.2,35.8,-0.22477348463999997,0.0817124592,0.12314393400000001,0.175134758,0.0385212376,0.047871409000000004,0.21618499,0.009982782039999999,17939,Southampton County
51177,33.13333333333333,33.63333333333333,39.9,47.03333333333333,30.966666666666665,30.2,41.733333333333334,48.266666666666666,-0.5470345732999999,0.0789346653,0.10140196516666666,0.09727523023333333,0.0527284809,0.03117374557,0.2099373935,0.020735590883333332,131412,Spotsylvania County
51179,20.74074074074074,20.074074074074073,43.629629629629626,31.25925925925926,21.185185185185187,31.666666666666668,20.85185185185185,32.81481481481482,-0.9337361251111111,0.06340107061111111,0.11433122137037037,0.06223786766666666,0.0382135105925926,0.01963957618888889,0.215440616,0.009318743048148148,144012,Stafford County
51181,53.0,56.0,43.0,65.0,58.5,36.5,34.0,71.5,0.05929552000000002,0.13564529,0.1041543,0.14197376550000002,0.0763819555,0.074672919,0.23210994499999998,0.016699411,6600,Surry County
51183,57.2,55.0,51.6,84.6,53.6,41.4,26.6,56.0,0.18593169999999998,0.141653642,0.1432093386,0.23730174399999998,0.06994727819999999,0.0663248866,0.262967016,0.01024366858,11486,Sussex County
51185,59.09090909090909,67.18181818181819,33.18181818181818,77.9090909090909,62.36363636363637,38.81818181818182,30.454545454545453,67.81818181818181,0.24708384272727277,0.17028459363636364,0.08744174672727273,0.19371454363636362,0.08597874127272727,0.08168797545454545,0.24910470090909093,0.010636539145454545,42080,Tazewell County
51187,46.125,43.125,51.0,67.25,46.625,35.25,33.0,57.125,-0.13429218900000003,0.102740971375,0.1352488485,0.14625765125,0.062398350125,0.0517222964375,0.24378031949999998,0.011998922075,39449,Warren County
51191,48.76923076923077,58.07692307692308,36.38461538461539,67.46153846153847,43.92307692307692,36.53846153846154,24.53846153846154,54.53846153846154,-0.0703176205076923,0.14920637984615384,0.09522797907692307,0.14591745223076924,0.060636616461538465,0.04518645423076923,0.2462438550769231,0.007143168992307692,54406,Washington County
51193,48.5,53.0,24.0,67.0,55.75,39.25,27.0,69.25,-0.065703115,0.11857155550000001,0.06716469775,0.145794795,0.08161766875000001,0.06160247175,0.247252655,0.00887021225,17638,Westmoreland County
51195,74.0,77.45454545454545,54.81818181818182,86.18181818181819,73.36363636363636,52.54545454545455,30.818181818181817,77.63636363636364,0.7130677763636364,0.21881951454545454,0.140421445,0.25330232636363637,0.10170789763636363,0.09970185809090909,0.32392596636363635,0.011853273545454545,39025,Wise County
51197,53.333333333333336,62.5,43.666666666666664,66.5,57.0,34.666666666666664,29.666666666666668,56.166666666666664,0.06877692333333334,0.14970036833333333,0.10932036566666668,0.14184104333333333,0.06490823183333333,0.06650919666666667,0.22596864000000003,0.009563972133333334,28940,Wythe County
51199,27.285714285714285,21.5,43.285714285714285,30.0,23.428571428571427,40.285714285714285,31.857142857142858,56.785714285714285,-0.748239843,0.0501677024,0.10739139533333333,0.05642188273333334,0.059950616266666666,0.02109673554,0.26175990239999997,0.01390541052,67587,York County
51510,44.5,35.13157894736842,40.73684210526316,29.36842105263158,59.6578947368421,71.6842105263158,54.23684210526316,24.68421052631579,-0.20758181215789473,0.08889380685789473,0.11829490797368422,0.06705078412368422,0.03178496120263158,0.08294600907368421,0.5381143863947369,0.039841542034210524,156505,Alexandria city
51520,72.75,77.0,76.0,68.25,69.0,66.25,30.75,58.75,0.7196095625,0.241454918,0.2022004725,0.184650645,0.06103257275,0.1172888725,0.4225452625,0.01032624475,16843,Bristol city
51530,59.0,77.0,40.0,76.0,50.0,55.0,1.0,15.0,0.218962,0.20067912,0.097748816,0.17457213,0.025623269,0.046081133,0.3328082,0.0,6399,Buena Vista city
51540,64.91666666666667,67.58333333333333,63.416666666666664,41.833333333333336,70.41666666666667,81.0,35.583333333333336,37.916666666666664,0.45128296383333333,0.24076340341666666,0.18639194516666668,0.09077850708333333,0.04337255491666667,0.11968267975,0.5806476258333334,0.017970587383333333,47042,Charlottesville city
51550,37.707317073170735,36.829268292682926,52.5609756097561,40.4390243902439,38.390243902439025,41.63414634146341,32.24390243902439,46.51219512195122,-0.40726550232926834,0.09422986837560976,0.14925195453658538,0.08647905126829268,0.052906503463414634,0.045160784860975606,0.2855724081219512,0.014808094953658538,237820,Chesapeake city
51570,58.0,56.4,68.4,48.6,53.4,57.2,39.0,70.8,0.22583720199999996,0.1426153826,0.19271503080000002,0.0961711256,0.090853896,0.0643547864,0.382168234,0.0184522132,17593,Colonial Heights city
51580,58.5,56.5,56.0,64.0,70.0,41.0,67.0,48.5,0.24912721,0.1458474535,0.13221101000000002,0.136597204,0.052369224000000006,0.079430014,0.259053365,0.035630048,5582,Covington city
51590,77.73333333333333,75.06666666666666,78.06666666666666,71.33333333333333,77.33333333333333,71.86666666666666,39.93333333333333,76.4,0.8903257204,0.208819253625,0.223434294625,0.180603375125,0.09623642187499999,0.15623966395,0.45275462,0.0168508247875,41512,Danville city
51595,93.5,90.5,95.5,84.5,91.0,83.5,36.0,99.0,1.4448099,0.291622595,0.335609255,0.22368459000000002,0.22599975,0.198268375,0.58418277,0.019455252,5381,Emporia city
51600,33.8,38.0,16.4,36.0,51.2,43.6,37.2,35.0,-0.5380643700000001,0.0858894724,0.051305434799999994,0.07079276279999999,0.0399528216,0.06022427700000001,0.28312461200000005,0.025322367500000005,23865,Fairfax city
51610,21.0,7.0,33.666666666666664,3.6666666666666665,41.333333333333336,54.0,69.0,29.0,-0.91065972,0.026677634000000002,0.094525913,0.01101290982,0.035325875666666666,0.049075188400000004,0.35830600333333334,0.03894081033333333,14067,Falls Church city
51620,71.0,62.0,89.0,72.5,57.0,76.0,1.0,97.0,0.681822857,0.18447698999999998,0.28016085,0.19505809,0.16061392000000002,0.11774326900000001,0.528800845,0.0,8211,Franklin city
